1.68610589E8, 1.0167300976041001E8, 205376.56170089272
1.68610589E8, 1.0167300976041001E8, 1388519.7334667188
1.6843401E8, 1.2264430413950866E8, 6075276.570308345
1.68434018E8, 1.2264430996466495E8, 2.892713793085766E7
1.68610592E8, 1.449328985711099E8, 7.469801247631408E7
3.37540159E8, 1.7593473945350426E8, 8.658446673048599E7
3.37540159E8, 1.7593473945350426E8, 9.871087895144594E7
3.37540157E8, 2.5157482233789793E8, 1.0748627272658671E8
6.75595483E8, 3.1298675285112184E8, 1.2317588798913826E8
6.7559548E8, 3.6728865919716847E8, 1.476289538841051E8
6.75595489E8, 3.679480334832354E8, 1.7877433328529868E8
6.7559549E8, 4.714163897127252E8, 2.0378379344657484E8
1.351526039E9, 5.548731840586635E8, 2.4983693240955135E8
6.75595492E8, 5.640638450231534E8, 3.05328848051526E8
1.351526222E9, 6.525080630650382E8, 3.661676120419428E8
1.351526217E9, 7.765966276562682E8, 3.910444521937128E8
1.351526213E9, 8.334456968982068E8, 4.293680050662766E8
1.351526222E9, 8.60427635557619E8, 4.7443266338700515E8
1.351526216E9, 9.107933901905546E8, 5.259105997573443E8
1.351526222E9, 9.350567082413303E8, 5.486706204209582E8
1.351526222E9, 9.781365129638369E8, 5.768677597703017E8
1.351526241E9, 9.978027566996509E8, 5.835840614400092E8
1.351526261E9, 1.0161626482655057E9, 6.215819534773775E8
1.351526244E9, 1.0491868912087611E9, 6.39424755183519E8
1.351526244E9, 1.0491868912087611E9, 6.571763331918198E8
1.35152625E9, 1.0491868958665481E9, 6.47028576939863E8
1.351526262E9, 1.049186905182122E9, 6.728637442407886E8
1.351527024E9, 1.0491874967210689E9, 6.970982421448178E8
1.351527552E9, 1.0491879066063235E9, 7.282927368306135E8
1.351527565E9, 1.0491879166981952E9, 7.263046115130397E8
1.351527565E9, 1.0491879166981952E9, 6.805907016974795E8
1.351527565E9, 1.0491879166981952E9, 7.130765127892216E8
1.351527565E9, 1.0491879166981952E9, 7.305965074178551E8
1.351527565E9, 1.0491879166981952E9, 7.407737794065654E8
1.351527565E9, 1.0491879166981952E9, 6.840532291526932E8
1.351527565E9, 1.0491879166981952E9, 3.293487039427655E8
1.351527565E9, 1.0491879166981952E9, 2.865425589826031E8
1.351527565E9, 1.0491879166981952E9, 2.5716765090357167E8
1.351527565E9, 1.0491879166981952E9, 2.3921508041781604E8
1.351527565E9, 1.0491879166981952E9, 2.5180534291984156E8
1.351527565E9, 1.0491879166981952E9, 2.3501809007428867E8
1.351527565E9, 1.0491879166981952E9, 2.3711646832073355E8
1.351527565E9, 1.0491879166981952E9, 2.371164644902429E8
1.351527565E9, 1.0491879166981952E9, 2.5810022928010985E8
1.351527565E9, 1.0491879166981952E9, 2.434115962427556E8
1.351527565E9, 1.0491879166981952E9, 2.4131322692895916E8
1.351527565E9, 1.0491879166981952E9, 2.560018556897179E8
1.351527565E9, 1.0491879166981952E9, 2.2242783610532936E8
1.351527565E9, 1.0491879166981952E9, 2.3921484111460248E8
1.351527565E9, 1.0491879166981952E9, 2.7908398314556193E8
1.351527565E9, 1.0491879166981952E9, 2.6019860051091492E8
1.351527565E9, 1.0491879166981952E9, 2.622969830584372E8
1.351527565E9, 1.0491879166981952E9, 2.413132289708212E8
1.351527565E9, 1.0491879166981952E9, 2.4131322922671813E8
1.351527565E9, 1.0491879166981952E9, 2.413132291277542E8
1.351527565E9, 1.0491879166981952E9, 2.6439536244270846E8
1.351527565E9, 1.0491879166981952E9, 2.2872297395675868E8
1.351527565E9, 1.0491879166981952E9, 2.4970673229843923E8
1.351527565E9, 1.0491879166981952E9, 2.3921485314198515E8
1.351527565E9, 1.0491879166981952E9, 2.4341160461158866E8
1.351527565E9, 1.0491879166981952E9, 2.329197258043303E8
1.351527565E9, 1.0491879166981952E9, 1.993457126438456E8
1.351527565E9, 1.0491879166981952E9, 2.0773921643610594E8
1.351527565E9, 1.0491879166981952E9, 2.0144408822911295E8
1.351527565E9, 1.0491879166981952E9, 2.3711647720231822E8
1.351527565E9, 1.0491879166981952E9, 2.2872297446159652E8
1.351527565E9, 1.0491879166981952E9, 2.0983759173337784E8
1.351527565E9, 1.0491879166981952E9, 2.3082135016323626E8
1.351527565E9, 1.0491879166981952E9, 2.413132287661529E8
1.351527565E9, 1.0491879166981952E9, 2.455099807968713E8
1.351527565E9, 1.0491879166981952E9, 2.664937389066239E8
1.351527565E9, 1.0491879166981952E9, 2.5390348370529652E8
1.351527565E9, 1.0491879166981952E9, 2.6859211468538016E8
1.351527565E9, 1.0491879166981952E9, 2.4760835686999837E8
1.351527565E9, 1.0491879166981952E9, 2.601986113046839E8
1.351527565E9, 1.0491879166981952E9, 2.685921145503181E8
1.351527565E9, 1.0491879166981952E9, 2.3082135019009402E8
1.351527565E9, 1.0491879166981952E9, 2.2872297404143578E8
1.351527565E9, 1.0491879166981952E9, 2.4131322896585077E8
1.351527565E9, 1.0491879166981952E9, 2.329197255158816E8
1.351527565E9, 1.0491879166981952E9, 2.4550998095190158E8
1.351527565E9, 1.0491879166981952E9, 2.287229740405391E8
1.351527565E9, 1.0491879166981952E9, 1.993457128305488E8
1.351527565E9, 1.0491879166981952E9, 2.308213499125619E8
1.351527565E9, 1.0491879166981952E9, 2.0983759205056074E8
1.351527565E9, 1.0491879166981952E9, 2.245262222383168E8
1.351527565E9, 1.0491879166981952E9, 2.3291972571887207E8
1.351527565E9, 1.0491879166981952E9, 2.4550998094988552E8
1.351527565E9, 1.0491879166981952E9, 2.5600185975531796E8
1.351527565E9, 1.0491879166981952E9, 2.5810023527058563E8
1.351527565E9, 1.0491879166981952E9, 2.3921485309344503E8
1.351527565E9, 1.0491879166981952E9, 2.4131322900853774E8
1.351527565E9, 1.0491879166981952E9, 1.972473369216587E8
1.351527565E9, 1.0491879166981952E9, 2.0773921635532132E8
1.351527565E9, 1.0491879166981952E9, 2.056408402091267E8
1.351527565E9, 1.0491879166981952E9, 2.1613271961248177E8
1.351527565E9, 1.0491879166981952E9, 2.4760835640054208E8
1.351527565E9, 1.0491879166981952E9, 2.4760835635155165E8
